516348 15484 24501
Sequential (
  (0): Linear (15484 -> 2000)
  (1): ReLU ()
  (2): Linear (2000 -> 24501)
  (3): LogSoftmax ()
)
Epoch  3 Batch 490  -> Loss=0.776152, Train Acc=0.915, Dev Acc=None, Time passed: 9.16Hours
Full Dev Eval -> Epoch  3 Batch 500  -> Loss=0.850261, Train Acc=0.909, Dev Acc=0.892
Epoch  4 Batch   0  -> Loss=0.602738, Train Acc=0.910, Dev Acc=None, Time passed: 9.27Hours
Epoch  4 Batch  10  -> Loss=0.771102, Train Acc=0.904, Dev Acc=None, Time passed: 9.33Hours
Epoch  4 Batch  20  -> Loss=0.709541, Train Acc=0.915, Dev Acc=None, Time passed: 9.39Hours
Epoch  4 Batch  30  -> Loss=0.804528, Train Acc=0.897, Dev Acc=None, Time passed: 9.44Hours
Epoch  4 Batch  40  -> Loss=0.654601, Train Acc=0.905, Dev Acc=None, Time passed: 9.50Hours
Epoch  4 Batch  50  -> Loss=0.779841, Train Acc=0.912, Dev Acc=None, Time passed: 9.57Hours
Epoch  4 Batch  60  -> Loss=0.746928, Train Acc=0.915, Dev Acc=None, Time passed: 9.63Hours
Epoch  4 Batch  70  -> Loss=0.725677, Train Acc=0.902, Dev Acc=None, Time passed: 9.68Hours
Epoch  4 Batch  80  -> Loss=0.715536, Train Acc=0.903, Dev Acc=None, Time passed: 9.74Hours
Epoch  4 Batch  90  -> Loss=0.644085, Train Acc=0.915, Dev Acc=None, Time passed: 9.80Hours
Full Dev Eval -> Epoch  4 Batch 100  -> Loss=0.655106, Train Acc=0.916, Dev Acc=0.895
Epoch  4 Batch 110  -> Loss=0.529706, Train Acc=0.916, Dev Acc=None, Time passed: 9.94Hours
Epoch  4 Batch 120  -> Loss=0.921917, Train Acc=0.902, Dev Acc=None, Time passed: 10.00Hours
Epoch  4 Batch 130  -> Loss=0.564698, Train Acc=0.922, Dev Acc=None, Time passed: 10.06Hours
Epoch  4 Batch 140  -> Loss=0.732467, Train Acc=0.899, Dev Acc=None, Time passed: 10.12Hours
Epoch  4 Batch 150  -> Loss=0.834701, Train Acc=0.906, Dev Acc=None, Time passed: 10.18Hours
Epoch  4 Batch 160  -> Loss=0.532463, Train Acc=0.928, Dev Acc=None, Time passed: 10.24Hours
Epoch  4 Batch 170  -> Loss=0.757436, Train Acc=0.908, Dev Acc=None, Time passed: 10.30Hours
Epoch  4 Batch 180  -> Loss=0.611668, Train Acc=0.921, Dev Acc=None, Time passed: 10.36Hours
Epoch  4 Batch 190  -> Loss=0.580395, Train Acc=0.910, Dev Acc=None, Time passed: 10.42Hours
Full Dev Eval -> Epoch  4 Batch 200  -> Loss=0.950186, Train Acc=0.898, Dev Acc=0.895
Epoch  4 Batch 210  -> Loss=0.549244, Train Acc=0.929, Dev Acc=None, Time passed: 10.57Hours
Epoch  4 Batch 220  -> Loss=0.704215, Train Acc=0.899, Dev Acc=None, Time passed: 10.63Hours
Epoch  4 Batch 230  -> Loss=0.685029, Train Acc=0.907, Dev Acc=None, Time passed: 10.69Hours
Epoch  4 Batch 240  -> Loss=1.207325, Train Acc=0.909, Dev Acc=None, Time passed: 10.75Hours
Epoch  4 Batch 250  -> Loss=0.881381, Train Acc=0.896, Dev Acc=None, Time passed: 10.81Hours
Epoch  4 Batch 260  -> Loss=0.685884, Train Acc=0.934, Dev Acc=None, Time passed: 10.87Hours
Epoch  4 Batch 270  -> Loss=0.628327, Train Acc=0.912, Dev Acc=None, Time passed: 10.93Hours
Epoch  4 Batch 280  -> Loss=0.900322, Train Acc=0.895, Dev Acc=None, Time passed: 11.00Hours
Epoch  4 Batch 290  -> Loss=0.666690, Train Acc=0.909, Dev Acc=None, Time passed: 11.06Hours
Full Dev Eval -> Epoch  4 Batch 300  -> Loss=0.765516, Train Acc=0.903, Dev Acc=0.896
Epoch  4 Batch 310  -> Loss=0.731982, Train Acc=0.898, Dev Acc=None, Time passed: 11.20Hours
Epoch  4 Batch 320  -> Loss=0.662040, Train Acc=0.916, Dev Acc=None, Time passed: 11.26Hours
Epoch  4 Batch 330  -> Loss=0.610808, Train Acc=0.925, Dev Acc=None, Time passed: 11.32Hours
Epoch  4 Batch 340  -> Loss=0.722529, Train Acc=0.919, Dev Acc=None, Time passed: 11.38Hours
Epoch  4 Batch 350  -> Loss=0.665089, Train Acc=0.919, Dev Acc=None, Time passed: 11.44Hours
Epoch  4 Batch 360  -> Loss=0.803630, Train Acc=0.894, Dev Acc=None, Time passed: 11.50Hours
Epoch  4 Batch 370  -> Loss=1.062333, Train Acc=0.927, Dev Acc=None, Time passed: 11.56Hours
Epoch  4 Batch 380  -> Loss=0.714603, Train Acc=0.909, Dev Acc=None, Time passed: 11.63Hours
Epoch  4 Batch 390  -> Loss=0.983738, Train Acc=0.894, Dev Acc=None, Time passed: 11.69Hours
Full Dev Eval -> Epoch  4 Batch 400  -> Loss=0.852893, Train Acc=0.895, Dev Acc=0.896
Epoch  4 Batch 410  -> Loss=0.612602, Train Acc=0.908, Dev Acc=None, Time passed: 11.83Hours
Epoch  4 Batch 420  -> Loss=0.994470, Train Acc=0.904, Dev Acc=None, Time passed: 11.89Hours
Epoch  4 Batch 430  -> Loss=0.592186, Train Acc=0.907, Dev Acc=None, Time passed: 11.95Hours
Epoch  4 Batch 440  -> Loss=0.730606, Train Acc=0.909, Dev Acc=None, Time passed: 12.01Hours
Epoch  4 Batch 450  -> Loss=0.759148, Train Acc=0.914, Dev Acc=None, Time passed: 12.07Hours
Epoch  4 Batch 460  -> Loss=0.975848, Train Acc=0.895, Dev Acc=None, Time passed: 12.14Hours
